sex,50%,Hellinger distance(+),0.19292773124980317,0,5.00312727637145,5.196055007621253,1.732018335873751
sex,50%,Wasserstein distance(+),0.0021030163576537097,0,5.00312727637145,0.0021030163576537097,0.04450546100431802
sex,50%,Total variation distance(+),0.08297011267830448,0,3.5467352836927204,0.08297011267830448,1.2099017987903415
sex,50%,Jensen–Shannon divergence(+),0.038143416810130136,0,0.9700812105715386,0.038143416810130136,0.3360748757938896
age,50%,Hellinger distance(+),0.1413575481798096,0,4.980502075107251,5.12185962328706,1.7072865410956866
age,50%,Wasserstein distance(+),0.00344992430510522,0,4.980502075107251,0.00344992430510522,0.04295491169163462
age,50%,Total variation distance(+),0.07646368054862006,0,3.5449764611378347,0.07646368054862006,1.207146713895485
age,50%,Jensen–Shannon divergence(+),0.02769854226966717,0,0.9656980504008603,0.02769854226966717,0.3311321975568425
activities,50%,Hellinger distance(+),0.08721816730258596,0,4.737292965773767,4.824511133076353,1.6081703776921177
activities,50%,Wasserstein distance(+),0.00150215454118121,0,4.737292965773767,0.00150215454118121,0.0435533777273397
activities,50%,Total variation distance(+),0.03197452057746171,0,3.4545367372830076,0.03197452057746171,1.162170419286823
activities,50%,Jensen–Shannon divergence(+),0.017173794418650003,0,0.9173094691730511,0.017173794418650003,0.3114944211972337
Medu,50%,Hellinger distance(+),0.39930062126732,0,5.5175923440956085,5.916892965362928,1.972297655120976
Medu,50%,Wasserstein distance(+),0.005550065725838041,0,5.5175923440956085,0.005550065725838041,0.04463243738499207
Medu,50%,Total variation distance(+),0.31138636208114623,0,4.193187960892909,0.31138636208114623,1.5015247743246851
Medu,50%,Jensen–Shannon divergence(+),0.07844620783653629,0,1.0721086389218055,0.07844620783653629,0.38351828225278056
health,50%,Hellinger distance(+),0.23452947213048056,0,4.658222572516776,4.892752044647256,1.6309173482157522
health,50%,Wasserstein distance(+),0.00390703927553167,0,4.658222572516776,0.00390703927553167,0.04635931616215868
health,50%,Total variation distance(+),0.13009241705368807,0,3.4168666416353872,0.13009241705368807,1.1823196862296916
health,50%,Jensen–Shannon divergence(+),0.04610752273469866,0,0.9006661881648239,0.04610752273469866,0.31559123696650754
famsup,50%,Hellinger distance(+),0.18503320346805302,0,4.108466845753684,4.293500049221737,1.4311666830739123
famsup,50%,Wasserstein distance(+),0.00299712174006016,0,4.108466845753684,0.00299712174006016,0.041549546693457756
famsup,50%,Total variation distance(+),0.08777046489949711,0,3.064545203405754,0.08777046489949711,1.0507718894350837
