Fold,Feature,Droped_Attrib,acc_,acc_after,TPR_diff,TPR_diff_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,TPR,TPR_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after,ACC,ACC_after
0,age,None,0.8012533572068039,0.40555058191584603,0.153,0,0,-0.045,0.153,0.045,0.835,0.928,0.0765,-0.0225,0.801,0,0,0.594,0.801,0.594,1.0,0.0,0.801,0,0.89,0,0.801,0.406
0,job,None,0.8012533572068039,0.32408236347359,-0.107,0,0,-0.017,0.107,0.017,1.156,0.976,-0.0535,-0.0085,0.801,0,0,0.676,0.801,0.676,1.0,0.0,0.801,0,0.89,0,0.801,0.324
0,education,None,0.8012533572068039,0.3133393017009848,0.135,0,0,-0.101,0.135,0.101,0.849,0.866,0.0675,-0.0505,0.801,0,0,0.687,0.801,0.687,1.0,0.0,0.801,0,0.89,0,0.801,0.313
0,default,None,0.8012533572068039,0.306177260519248,-0.404,0,0,0.331,0.404,0.331,1.991,1.895,-0.202,0.1655,0.801,0,0,0.694,0.801,0.694,1.0,0.0,0.801,0,0.89,0,0.801,0.306
0,balance,None,0.8012533572068039,0.3321396598030439,0.0,0,0,-0.026,0.0,0.026,1.0,0.962,0.0,-0.013,0.801,0,0,0.668,0.801,0.668,1.0,0.0,0.801,0,0.89,0,0.801,0.332
0,housing,None,0.8012533572068039,0.2802148612354521,-0.255,0,0,0.21,0.255,0.21,1.379,1.34,-0.1275,0.105,0.801,0,0,0.72,0.801,0.72,1.0,0.0,0.801,0,0.89,0,0.801,0.28
0,loan,None,0.8012533572068039,0.3052820053715309,-0.055,0,0,-0.062,0.055,0.062,1.072,0.916,-0.0275,-0.031,0.801,0,0,0.695,0.801,0.695,1.0,0.0,0.801,0,0.89,0,0.801,0.305
0,duration,None,0.8012533572068039,0.4986571172784244,0.25,0,0,-0.005,0.25,0.005,0.75,0.991,0.125,-0.0025,0.801,0,0,0.501,0.801,0.501,1.0,0.0,0.801,0,0.89,0,0.801,0.499
0,campaign,None,0.8012533572068039,0.2963294538943599,-0.765,0,0,0.288,0.765,0.288,0,1.679,-0.3825,0.144,0.801,0,0,0.704,0.801,0.704,1.0,0.0,0.801,0,0.89,0,0.801,0.296
0,age,['housing'],0.8200537153088631,0.3375111906893465,0.145,0,0,-0.021,0.145,0.021,0.85,0.969,0.0725,-0.0105,0.82,0,0,0.662,0.82,0.662,1.0,0.0,0.82,0,0.901,0,0.82,0.338
0,job,['housing'],0.8200537153088631,0.2909579230080573,-0.137,0,0,-0.067,0.137,0.067,1.189,0.911,-0.0685,-0.0335,0.82,0,0,0.709,0.82,0.709,1.0,0.0,0.82,0,0.901,0,0.82,0.291
0,education,['housing'],0.8200537153088631,0.2784243509400179,0.107,0,0,-0.021,0.107,0.021,0.88,0.971,0.0535,-0.0105,0.82,0,0,0.722,0.82,0.722,1.0,0.0,0.82,0,0.901,0,0.82,0.278
0,default,['housing'],0.8200537153088631,0.3312444046553268,-0.537,0,0,0.42,0.537,0.42,2.811,2.619,-0.2685,0.21,0.82,0,0,0.669,0.82,0.669,1.0,0.0,0.82,0,0.901,0,0.82,0.331
0,balance,['housing'],0.8200537153088631,0.3079677708146822,0.0,0,0,-0.041,0.0,0.041,1.0,0.943,0.0,-0.0205,0.82,0,0,0.692,0.82,0.692,1.0,0.0,0.82,0,0.901,0,0.82,0.308
0,loan,['housing'],0.8200537153088631,0.35989256938227393,-0.219,0,0,0.001,0.219,0.001,1.343,1.001,-0.1095,0.0005,0.82,0,0,0.64,0.82,0.64,1.0,0.0,0.82,0,0.901,0,0.82,0.36
0,duration,['housing'],0.8200537153088631,0.37869292748433303,0.0,0,0,-0.01,0.0,0.01,1.0,0.983,0.0,-0.005,0.82,0,0,0.621,0.82,0.621,1.0,0.0,0.82,0,0.901,0,0.82,0.379
0,campaign,['housing'],0.8200537153088631,0.3169203222918532,-0.799,0,0,0.267,0.799,0.267,0,1.629,-0.3995,0.1335,0.82,0,0,0.683,0.82,0.683,1.0,0.0,0.82,0,0.901,0,0.82,0.317
0,age,"['loan', 'duration']",0.2990152193375112,0.5425246195165622,0.217,0,0,0.023,0.217,0.023,0.511,1.053,0.1085,0.0115,0.299,0,0,0.457,0.299,0.457,1.0,0.0,0.299,0,0.46,0,0.299,0.543
0,job,"['loan', 'duration']",0.2990152193375112,0.40196956132497763,-0.248,0,0,-0.009,0.248,0.009,2.803,0.985,-0.124,-0.0045,0.299,0,0,0.598,0.299,0.598,1.0,0.0,0.299,0,0.46,0,0.299,0.402
0,education,"['loan', 'duration']",0.2990152193375112,0.4359892569382274,0.262,0,0,-0.129,0.262,0.129,0.451,0.803,0.131,-0.0645,0.299,0,0,0.564,0.299,0.564,1.0,0.0,0.299,0,0.46,0,0.299,0.436
0,default,"['loan', 'duration']",0.2990152193375112,0.38675022381378693,-0.306,0,0,0.135,0.306,0.135,0,1.28,-0.153,0.0675,0.299,0,0,0.613,0.299,0.613,1.0,0.0,0.299,0,0.46,0,0.299,0.387
