Fold,Feature,Droped_Attrib,acc_,acc_after,TPR_diff,TPR_diff_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,TPR,TPR_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after,ACC,ACC_after
0,age,None,0.8012533572068039,0.40823634735899733,0.153,0,0,-0.045,0.153,0.045,0.835,0.927,0.0765,-0.0225,0.801,0,0,0.592,0.801,0.592,1.0,0.0,0.801,0,0.89,0,0.801,0.408
0,job,None,0.8012533572068039,0.3249776186213071,-0.107,0,0,-0.018,0.107,0.018,1.156,0.974,-0.0535,-0.009,0.801,0,0,0.675,0.801,0.675,1.0,0.0,0.801,0,0.89,0,0.801,0.325
0,education,None,0.8012533572068039,0.2927484333034915,0.135,0,0,-0.1,0.135,0.1,0.849,0.871,0.0675,-0.05,0.801,0,0,0.707,0.801,0.707,1.0,0.0,0.801,0,0.89,0,0.801,0.293
0,default,None,0.8012533572068039,0.3213965980304387,-0.404,0,0,0.354,0.404,0.354,1.991,2.061,-0.202,0.177,0.801,0,0,0.679,0.801,0.679,1.0,0.0,0.801,0,0.89,0,0.801,0.321
0,balance,None,0.8012533572068039,0.3276633840644584,0.0,0,0,-0.026,0.0,0.026,1.0,0.962,0.0,-0.013,0.801,0,0,0.672,0.801,0.672,1.0,0.0,0.801,0,0.89,0,0.801,0.328
0,housing,None,0.8012533572068039,0.2811101163831692,-0.255,0,0,0.211,0.255,0.211,1.379,1.344,-0.1275,0.1055,0.801,0,0,0.719,0.801,0.719,1.0,0.0,0.801,0,0.89,0,0.801,0.281
0,loan,None,0.8012533572068039,0.3196060877350045,-0.055,0,0,-0.061,0.055,0.061,1.072,0.916,-0.0275,-0.0305,0.801,0,0,0.68,0.801,0.68,1.0,0.0,0.801,0,0.89,0,0.801,0.32
0,duration,None,0.8012533572068039,0.5031333930170099,0.25,0,0,-0.049,0.25,0.049,0.75,0.906,0.125,-0.0245,0.801,0,0,0.497,0.801,0.497,1.0,0.0,0.801,0,0.89,0,0.801,0.503
0,campaign,None,0.8012533572068039,0.2963294538943599,-0.765,0,0,0.288,0.765,0.288,0,1.679,-0.3825,0.144,0.801,0,0,0.704,0.801,0.704,1.0,0.0,0.801,0,0.89,0,0.801,0.296
0,age,['housing'],0.8200537153088631,0.2945389435989257,0.145,0,0,-0.041,0.145,0.041,0.85,0.943,0.0725,-0.0205,0.82,0,0,0.705,0.82,0.705,1.0,0.0,0.82,0,0.901,0,0.82,0.295
0,job,['housing'],0.8200537153088631,0.2900626678603402,-0.137,0,0,-0.069,0.137,0.069,1.189,0.908,-0.0685,-0.0345,0.82,0,0,0.71,0.82,0.71,1.0,0.0,0.82,0,0.901,0,0.82,0.29
0,education,['housing'],0.8200537153088631,0.2802148612354521,0.107,0,0,-0.024,0.107,0.024,0.88,0.968,0.0535,-0.012,0.82,0,0,0.72,0.82,0.72,1.0,0.0,0.82,0,0.901,0,0.82,0.28
0,default,['housing'],0.8200537153088631,0.3276633840644584,-0.537,0,0,0.309,0.537,0.309,2.811,1.836,-0.2685,0.1545,0.82,0,0,0.672,0.82,0.672,1.0,0.0,0.82,0,0.901,0,0.82,0.328
