ID,ID2,Feature,Feature2,Partial_ordering,swap_proportion,Type,P_a_b,P_a_not_b,P_b_not_a,P_a_b_over_P_a_not_b,P_b_a_over_P_b_not_a,Acc,Acc_after,hellinger_div,wasserstein_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,TPR_diff,TPR_diff_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,TPR,TPR_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after,ACC,ACC_after
F_0,F_0,sex,sex,N/A,10.0,CDI,0,0,0,0,0,0.5914127423822715,0.5914127423822715,0.46337751977618175,0.0017392970180863093,0.03355704697986566,0.0058318899726831925,0.03747842594031228,3.047,40.859,0.33,0.341,-0.416,-0.457,0.38,0.402,0.585,0.547,-0.04299999999999998,-0.057999999999999996,0.682,0.692,0.518,0.531,0.608,0.619,0.615,0.613,0.682,0.692,0.647,0.65,0.591,0.591
F_0,F_1,sex,age,defined,10.0,NII,0,0,0,0,0,0.5914127423822715,0.9722991689750693,0.44181312980399895,0.0021741212726078822,0.03355704697986587,0.004944264548678219,0.035668249072354566,0.277,2.77,0.33,0.046,-0.416,-0.062,0.38,0.423,0.585,0.524,-0.04299999999999998,-0.008,0.682,0.966,0.518,0.018,0.608,0.605,0.615,0.989,0.682,0.966,0.647,0.977,0.591,0.972
F_0,F_1,sex,age,defined,10.0,NDI,0,0,0,0,0,0.5914127423822715,0.9764542936288089,0.4073315792043682,0.001956709145347096,0.029147982062780273,0.004548676849157506,0.03288413657610612,3.463,2.355,0.33,-0.01,-0.416,-0.031,0.38,0.398,0.585,0.55,-0.04299999999999998,-0.0205,0.682,0.991,0.518,0.046,0.608,0.618,0.615,0.971,0.682,0.991,0.647,0.981,0.591,0.976
F_0,F_3,sex,priors_count,defined,10.0,NII,0,0,0,0,0,0.5914127423822715,0.9722991689750693,0.44181312980399895,0.000434824254521573,0.02505694760820068,0.005201349936156336,0.035739084717822396,0.0,2.77,0.33,0.031,-0.416,0.002,0.38,0.419,0.585,0.528,-0.04299999999999998,0.0165,0.682,0.979,0.518,0.039,0.608,0.608,0.615,0.975,0.682,0.979,0.647,0.977,0.591,0.972
F_0,F_3,sex,priors_count,defined,10.0,NDI,0,0,0,0,0,0.5914127423822715,1.0,0.0,0.0,0.0,0.0,0.0,1.524,0.0,0.33,0.0,-0.416,0.0,0.38,0.417,0.585,0.531,-0.04299999999999998,0.0,0.682,1.0,0.518,0.0,0.608,0.609,0.615,1.0,0.682,1.0,0.647,1.0,0.591,1.0
F_0,F_4,sex,c_charge_degree,defined,10.0,NII,0,0,0,0,0,0.5914127423822715,0.9847645429362881,0.3276573864831417,0.0002174121272607865,0.013636363636363714,0.002822279088066513,0.026521099397288125,0.0,1.524,0.33,0.008,-0.416,-0.062,0.38,0.419,0.585,0.528,-0.04299999999999998,-0.027,0.682,0.986,0.518,0.018,0.608,0.608,0.615,0.989,0.682,0.986,0.647,0.987,0.591,0.985
F_0,F_4,sex,c_charge_degree,defined,10.0,NDI,0,0,0,0,0,0.5914127423822715,1.0,0.0,0.0,0.0,0.0,0.0,2.77,0.0,0.33,0.0,-0.416,0.0,0.38,0.356,0.585,0.579,-0.04299999999999998,0.0,0.682,1.0,0.518,0.0,0.608,0.608,0.615,1.0,0.682,1.0,0.647,1.0,0.591,1.0
F_1,F_1,age,age,N/A,10.0,CDI,0,0,0,0,0,0.5914127423822715,0.5831024930747922,0.48398203479121654,0.0008696485090431633,0.03160270880361206,0.0062807108982348165,0.03917933691653448,3.324,41.69,0.143,0.361,0.5,-0.438,0.353,0.404,0.647,0.543,0.3215,-0.038500000000000006,0.682,0.679,0.518,0.534,0.608,0.614,0.615,0.607,0.682,0.679,0.647,0.641,0.591,0.583
F_1,F_3,age,priors_count,defined,10.0,NII,0,0,0,0,0,0.5914127423822715,0.9376731301939059,0.6627196947059985,0.0023915333998686863,0.06320541760722358,0.01137870966638555,0.0535048397080783,4.017,6.233,0.143,0.049,0.5,-0.051,0.353,0.396,0.647,0.541,0.3215,-0.0009999999999999974,0.682,0.937,0.518,0.061,0.608,0.598,0.615,0.961,0.682,0.937,0.647,0.949,0.591,0.938
F_1,F_3,age,priors_count,defined,10.0,NDI,0,0,0,0,0,0.5914127423822715,0.9626038781163435,0.5133404681599991,0.00021741212726080392,0.031746031746032,0.0070020751358382885,0.04156706084150227,4.155,3.74,0.143,0.021,0.5,0.014,0.353,0.396,0.647,0.548,0.3215,0.0175,0.682,0.97,0.518,0.05,0.608,0.611,0.615,0.968,0.682,0.97,0.647,0.969,0.591,0.963
F_1,F_4,age,c_charge_degree,defined,10.0,NII,0,0,0,0,0,0.5914127423822715,0.9598337950138505,0.5320134588687091,0.0023915333998686685,0.0454545454545459,0.007217451895279832,0.04286119931676206,4.155,4.017,0.143,0.006,0.5,-0.006,0.353,0.389,0.647,0.544,0.3215,0.0,0.682,0.955,0.518,0.032,0.608,0.594,0.615,0.979,0.682,0.955,0.647,0.967,0.591,0.96
F_1,F_4,age,c_charge_degree,defined,10.0,NDI,0,0,0,0,0,0.5914127423822715,0.9598337950138505,0.5320134588687091,0.0002174121272607865,0.03416856492027345,0.007470916362743335,0.043048301097193306,4.571,4.017,0.143,-0.001,0.5,-0.161,0.353,0.358,0.647,0.576,0.3215,-0.081,0.682,0.966,0.518,0.049,0.608,0.607,0.615,0.968,0.682,0.966,0.647,0.967,0.591,0.96
F_2,F_2,race,race,N/A,10.0,CDI,0,0,0,0,0,0.5914127423822715,0.5886426592797784,0.2794271580696517,0.000869648509043146,0.013667425968109251,0.0019752814573005205,0.022566491713141394,1.108,41.136,0.233,0.38,-0.361,-0.463,0.293,0.427,0.633,0.519,-0.06399999999999999,-0.04150000000000001,0.682,0.674,0.518,0.515,0.608,0.602,0.615,0.614,0.682,0.674,0.647,0.643,0.591,0.589
F_2,F_0,race,sex,defined,10.0,NII,0,0,0,0,0,0.5914127423822715,0.9889196675900277,0.2794271580696517,0.000869648509043146,0.013667425968109251,0.002140675067597065,0.022566491713141394,0.0,1.108,0.233,-0.009,-0.361,-0.059,0.293,0.419,0.633,0.528,-0.06399999999999999,-0.033999999999999996,0.682,0.995,0.518,0.021,0.608,0.608,0.615,0.986,0.682,0.995,0.647,0.99,0.591,0.989
F_2,F_0,race,sex,defined,10.0,NDI,0,0,0,0,0,0.5914127423822715,1.0,0.0,0.0,0.0,0.0,0.0,3.047,0.0,0.233,0.0,-0.361,0.0,0.293,0.402,0.633,0.547,-0.06399999999999999,0.0,0.682,1.0,0.518,0.0,0.608,0.619,0.615,1.0,0.682,1.0,0.647,1.0,0.591,1.0
