Fold,Feature,Droped_Attrib,acc_,acc_after,TPR_diff,TPR_diff_after,FPR_diff,FPR_diff_after,SPD,SPD_after,DIR,DIR_after,AOD,AOD_after,TPR,TPR_after,FPR,FPR_after,SP,SP_after,Pre,Pre_after,Re,Re_after,F1,F1_after,ACC,ACC_after
0,age,None,0.9,0.8333333333333334,-0.208,-0.333,0.1,0.189,0.278,0.361,2.667,2.444,-0.05399999999999999,-0.07200000000000001,0.818,0.909,0.053,0.211,0.333,0.467,0.9,0.714,0.818,0.909,0.857,0.8,0.9,0.833
0,sex,None,0.9,0.8666666666666667,0.2,0.1,0.091,0.273,0.317,0.46,3.857,5.143,0.14550000000000002,0.1865,0.818,0.909,0.053,0.158,0.333,0.433,0.9,0.769,0.818,0.909,0.857,0.833,0.9,0.867
0,cp,None,0.9,0.8666666666666667,-1.0,-0.5,0.1,-0.333,0.526,0.11,0,1.303,-0.45,-0.4165,0.818,0.909,0.053,0.158,0.333,0.433,0.9,0.769,0.818,0.909,0.857,0.833,0.9,0.867
0,trestbps,None,0.9,0.9,-0.5,0.2,0.0,0.077,0.143,0.248,0,2.739,-0.25,0.1385,0.818,0.818,0.053,0.053,0.333,0.333,0.9,0.9,0.818,0.818,0.857,0.857,0.9,0.9
0,chol,None,0.9,0.8666666666666667,1.0,0.167,0.0,0.3,1.0,0.143,0.0,1.4,0.5,0.23349999999999999,0.818,0.909,0.053,0.158,0.333,0.433,0.9,0.769,0.818,0.909,0.857,0.833,0.9,0.867
0,fbs,None,0.9,0.8666666666666667,0.222,0.111,0.062,-0.208,0.08,0.2,0.8,0.667,0.14200000000000002,-0.048499999999999995,0.818,0.909,0.053,0.158,0.333,0.433,0.9,0.769,0.818,0.909,0.857,0.833,0.9,0.867
0,restecg,None,0.9,0.8333333333333334,0.9,0.0,0.071,0.143,0.533,0.133,0.111,0,0.4855,0.0715,0.818,0.818,0.053,0.158,0.333,0.4,0.9,0.75,0.818,0.818,0.857,0.783,0.9,0.833
0,thalach,None,0.9,0.8666666666666667,1.0,0.25,0.0,-0.013,1.0,0.321,0.0,0.478,0.5,0.1185,0.818,0.909,0.053,0.158,0.333,0.433,0.9,0.769,0.818,0.909,0.857,0.833,0.9,0.867
0,exang,None,0.9,0.7666666666666667,0.4,0.2,0.059,-0.206,0.568,0.466,0.242,0.468,0.2295,-0.002999999999999989,0.818,0.909,0.053,0.316,0.333,0.533,0.9,0.625,0.818,0.909,0.857,0.741,0.9,0.767
0,oldpeak,None,0.9,0.8,-1.0,0.107,0.0,-0.179,0.25,0.321,0,0.478,-0.5,-0.036,0.818,0.818,0.053,0.211,0.333,0.433,0.9,0.692,0.818,0.818,0.857,0.75,0.9,0.8
0,ca,None,0.9,0.8333333333333334,0.333,0.167,0.053,0.211,0.8,0.64,0.2,0.36,0.193,0.189,0.818,0.909,0.053,0.211,0.333,0.467,0.9,0.714,0.818,0.909,0.857,0.8,0.9,0.833
0,thal,None,0.9,0.8,0.107,-0.143,0.059,0.294,0.476,0.238,0.286,0.643,0.08299999999999999,0.0755,0.818,0.909,0.053,0.263,0.333,0.5,0.9,0.667,0.818,0.909,0.857,0.769,0.9,0.8
0,age,['sex'],0.9333333333333333,0.9,-0.208,-0.333,0.0,0.2,0.222,0.389,2.333,3.333,-0.104,-0.0665,0.818,0.909,0.0,0.105,0.3,0.4,1.0,0.833,0.818,0.909,0.9,0.869,0.933,0.9
0,cp,['sex'],0.9333333333333333,0.7,-1.0,-0.5,0.0,-0.467,0.474,0.057,0,0.91,-0.5,-0.48350000000000004,0.818,0.909,0.0,0.421,0.3,0.6,1.0,0.556,0.818,0.909,0.9,0.69,0.933,0.7
0,trestbps,['sex'],0.9333333333333333,0.9333333333333333,-0.5,0.1,0.0,0.077,0.143,0.292,0,3.043,-0.25,0.0885,0.818,0.909,0.0,0.053,0.3,0.367,1.0,0.909,0.818,0.909,0.9,0.909,0.933,0.933
